السؤال,الجواب,الكلمة المفتاحية,التصنيف
هل يمكن للطالب الذي أكمل جميع متطلبات التخرج أن يتقدم للحصول على الشهادة؟,نعم، يمكنه التقدم للحصول على الشهادة بعد استكمال جميع المتطلبات الأكاديمية ,شهادة، تخرج,قوانين أكاديمية
هل يمكن للطالب الذي أكمل مواد إضافية التخرج قبل التخرج الرسمي؟,نعم، إذا كان قد أكمل جميع متطلبات التخرج ,مواد إضافية، تخرج,قوانين أكاديمية
هل يمكن للطالب الذي التحق بالبرنامج الدولي التحويل إلى البرنامج العادي؟,لا يجوز للطالب الذي التحق بالبرنامج الدولي التحويل إلى البرنامج العادي ,التحويل، البرنامج الدولي، البرنامج العادي,تعليم
هل يمكن للطالب الذي انتهى من دراسة مادة اختيارية ثلاث مرات أن يدرس مادة بديلة؟,نعم، يمكن للعميد السماح للطالب بدراسة مادة بديلة من نفس الكلية إذا لم ينجح في المادة الاختيارية بعد ثلاث محاولات ,المادة البديلة,تعليم
هل يمكن للطالب الذي تخرج أن يسجل مواد لرفع معدله التراكمي؟,نعم، يجوز للطالب الذي أنهى متطلبات التخرج أن يسجل مواد لفصل دراسي واحد لرفع معدله التراكمي ,رفع المعدل,تعليم
هل يمكن للطالب الذي حصل على إنذار أكاديمي أن يتخرج؟,لا، يجب عليه رفع معدله التراكمي قبل التخرج ,إنذار أكاديمي، تخرج,قوانين أكاديمية
هل يمكن للطالب الذي حصل على إنذار أكاديمي التقديم للمنح الدراسية؟,لا، يجب أن يكون معدله التراكمي أعلى من   0 للتقديم ,إنذار أكاديمي، منح دراسية,قوانين أكاديمية
هل يمكن للطالب الذي حصل على الجنسية الأردنية بالإضافة إلى جنسية أخرى أن يعدل جنسيته في الجامعة؟,لا، لا يجوز تعديل جنسية الطالب الذي حصل على الجنسية الأردنية بالإضافة إلى جنسية أخرى ,جنسية الطالب,تعليم
هل يمكن للطالب الذي حصل على الجنسية الأردنية بعد قبوله في الجامعة تعديل جنسيته في سجل الجامعة؟,نعم، يمكن تعديل جنسية الطالب إذا حصل على الجنسية الأردنية بعد قبوله في الجامعة، بشرط ألا يكون قد قُبل استثناءً من شرط المعدل ,تعديل الجنسية,تعليم
"هل يمكن للطالب الذي حصل على درجة ""د"" في مادة أن يحصل على مكافأة دراسية؟","لا، لا يتم صرف أي مكافأة دراسية للطالب الذي حصل على درجة ""د"" في المادة ",مكافأة دراسية,تعليم
هل يمكن للطالب الذي حصل على شهادة بكالوريوس أن يدرس مواد أخرى لرفع معدله التراكمي بعد التخرج؟,نعم، يمكن للطالب الذي أنهى متطلبات التخرج أن يسجل مواد لرفع معدله التراكمي لفصل دراسي واحد ,رفع المعدل التراكمي,تعليم
هل يمكن للطالب الذي رسب في مادة اختيارية إعادة دراستها؟,نعم، يمكنه إعادة دراسة المادة أو اختيار مادة أخرى ضمن خطته الدراسية ,مادة اختيارية، إعادة دراسة,قوانين أكاديمية
هل يمكن للطالب الذي فقد مقعده في البرنامج التقديم مرة أخرى؟,يجوز للطالب الذي فقد مقعده أن يتقدم بطلب جديد للقبول في البرنامج شريطة أن لا يكون منذراً عند فقدانه لمقعده ,فقدان المقعد، إعادة القبول,تعليم
هل يمكن للطالب الذي لم يحقق الحد الأدنى من العبء الدراسي التسجيل في فصل صيفي؟,نعم، إذا كان يوقف تخرجه على دراسة عدد أقل من الساعات,العبء الدراسي,النظام الأكاديمي
هل يمكن للطالب الذي يتوقع تخرجه في الفصل المقبل أن يطلب مساعدة في التحقق من شروط تخرجه؟,نعم، يجب على الطالب تعبئة نموذج خاص للتحقق من استيفائه لشروط التخرج ,شروط التخرج,تعليم
هل يمكن للطالب الذي يفتقد الامتحان النهائي أن يطلب تعويضًا عن الامتحان؟,نعم، إذا كان غيابه بعذر مقبول ,امتحان نهائي، غياب، تعويض,قوانين أكاديمية
هل يمكن للطالب الغياب لمدة تزيد عن خمسة أسابيع في السنة الدراسية؟,نعم، يمكن إذا كان الغياب بعذر قهري أو مرضي مقبول ويجب أن يقضي الطالب فترة تدريبية تعادل مدة الغياب ,الغياب، العذر المرضي,تعليم
هل يمكن للطالب المحال إلى التحقيق أن ينسحب من الدراسة؟,لا يحق للطالب المحال إلى التحقيق أن ينسحب من الدراسة قبل إنهاء التحقيق معه ,التحقيق، الانسحاب,التعليم
هل يمكن للطالب المشاركة في الأنشطة الجماعية دون موافقة؟,لا، يجب الحصول على موافقة مسبقة من الجهات المختصة في الجامعة ,الأنشطة الجماعية,تعليم
هل يمكن للطالب المشاركة في مناقشة رسالته عبر الإنترنت؟,يعتمد ذلك على إجراءات الجامعة، ولكن عادةً ما تكون المناقشة علنية في قاعة المناقشة ولا تُجرى عبر الإنترنت إلا في حالات استثنائية ,مناقشة عبر الإنترنت,مناقشة الرسالة
هل يمكن للطالب المفصول أكاديميًا الالتحاق ببرنامج دراسات عليا آخر في نفس الجامعة؟,نعم، يمكن للطالب المفصول أكاديميًا الالتحاق ببرنامج دراسات عليا آخر بشرط أن يستوفي شروط القبول الخاصة بذلك البرنامج ,الفصل الأكاديمي,الأكاديميا
