السؤال,الجواب,الكلمة المفتاحية,التصنيف,score
ما هي المدة التي يجب أن يقضيها الموفد في الخدمة بعد انتهاء البعثة؟,"يجب على الموفد الخدمة في الجامعة لمدة تساوي مثلي مدة البعثة التي قضىها، وفقًا للمادة (9) من النظام ","مدة الخدمة، بعد البعثة",نظام البعثات العلمية,0.531801879
ما هي المدة التي يجب أن يقضيها عضو الهيئة التدريسية تحت التجربة؟,المدة هي خمس سنوات للخضوع للتثبيت ,مدة التجربة,شروط وأحكام,0.531679153
ما هي المدة التي يجب أن يقضيها عضو الهيئة التدريسية تحت التجربة في الجامعة الهاشمية؟,يجب أن يقضي عضو الهيئة التدريسية مدة لا تقل عن خمس سنوات متصلة خدمة فعلية في الجامعة ,مدة التجربة,شروط التوظيف,0.529361129
ما هي المدة التي يجب أن يكون قد قضاها الموظف في الجامعة ليتم تثبيته؟,يجب أن يكون قد قضى سنتين في الجامعة ليتم تثبيته ,تثبيت,الإدارة,0.52981174
ما هي المدة التي يجب خلالها البت في القضايا المحالة من لجان التحقيق؟,يجب أن يتم البت في القضايا خلال  5 يوماً من تاريخ الإحالة ,البت في القضايا,تعليم,0.531575084
ما هي المدة التي يجب على الطالب إنهاء رسالة الماجستير فيها؟,يجب على الطالب إنهاء رسالة الماجستير في مدة لا تتجاوز 8 فصول دراسية من تاريخ تسجيله في البرنامج ,مدة إنهاء الرسالة,التخرج والدرجات,0.529971659
ما هي المدة التي يجب على الطالب الانتظار فيها قبل تقديم طلب لمعادلة المواد التي درسها في جامعة أخرى؟,يجب أن يقدم الطالب طلب معادلة المواد خلال مدة لا تتجاوز الفصل الثاني من قبوله في الجامعة ,معادلة المواد,تعليم,0.530628264
ما هي المدة التي يجب على الطالب خلالها تقديم طلب مراجعة علامته في الامتحان النهائي؟,يجب تقديم الطلب خلال أسبوعين من تاريخ اعتماد النتائج ,"مراجعة، علامة، امتحان",قوانين أكاديمية,0.531521142
ما هي المدة التي يجب على لجان التحقيق اتخاذ قرارات بشأن القضايا؟,يجب على لجان التحقيق البت في القضايا المحالة إليها خلال  0 أيام من تاريخ الإحالة ,"لجان التحقيق، القضايا",التعليم,0.531307697
ما هي المدة التي يجوز فيها إعفاء الموظفين من تقييم الأداء؟,يجوز للرئيس إعفاء الموظفين الذين وصلوا إلى الفئة A من تقييم الأداء ,تقييم الأداء,الإدارة,0.533122063
ما هي المدة التي يجوز فيها للموظف الاعتراض على تقرير تقييم أدائه؟,يجوز للموظف الاعتراض على تقرير تقييم أدائه خلال  5 يومًا من تسلمه التقييم ,الاعتراض,التقييم,0.532469869
ما هي المدة التي يستمر فيها أعضاء مجلس البحث العلمي من هيئة التدريس؟,سنتين قابلة للتجديد,مدة العضوية,معلومات عامة,0.531522512
ما هي المدة التي يغطيها عقد الخدمة بالنسبة للبعثة العلمية؟,"يغطي عقد الخدمة مدة تساوي مثلي مدة البعثة العلمية، ويعتبر أي جزء من سنة البعثة سنة كاملة لغايات الخدمة في الجامعة ","مدة الخدمة، عقد البعثة",نظام البعثات العلمية,0.529228985
ما هي المدة التي يغطيها عقد الخدمة في الجامعة بعد البعثة؟,"يغطي عقد الخدمة في الجامعة مدة تساوي مثلي مدة البعثة، ويعتبر أي جزء من سنة البعثة سنة كاملة لغايات الخدمة في الجامعة ","عقد الخدمة، مدة البعثة","قانونية، زمنية",0.529112577
ما هي المدة التي يمكن أن يستغرقها الطالب لإكمال متطلبات البرنامج؟,يحدد مجلس العمداء مدة سنوات الدراسة وفقًا لطبيعة الاختصاص والخطة الدراسية المعتمدة ,"متطلبات البرنامج، سنوات الدراسة",تعليم,0.530900657
ما هي المدة التي يمكن أن يستمر فيها عضوان من خارج الجامعة في مجلس البحث العلمي؟,سنة قابلة للتجديد,أعضاء من خارج الجامعة,معلومات عامة,0.531468391
ما هي المدة التي يمكن خلالها تقديم العذر المرضي عن الغياب؟,يُقدَّم العذر قبل الغياب أو مباشرة بعد زوال الأسباب ,"عذر مرضي، غياب",المواظبة,0.531769931
ما هي المدة التي يمكن للطالب أن يبقى فيها في برنامج الماجستير دون إتمام رسالته؟,"يمكن للطالب البقاء في البرنامج لمدة أقصاها 8 فصول دراسية دون إتمام رسالة الماجستير، وإذا لم يحقق ذلك، يمنح شهادة دبلوم الدراسات العليا ",مدة البرنامج,التخرج والدرجات,0.529973269
ما هي المدة التي يمكن لمجلس العمداء تمديدها للإيفاد بناءً على طلب الموفد؟,يمكن لمجلس العمداء تمديد مدة الإيفاد لمدة لا تزيد على سنة واحدة بناءً على طلب الموفد إذا قدمت المؤسسة الموفد إليها ما يسوغ هذا التمديد ,"تمديد الإيفاد، مجلس العمداء",نظام البعثات العلمية,0.530389071
ما هي المدة الزمنية التي يبدأ فيها تطبيق دفع الرسوم للدبلوم الدراسات العليا؟,يبدأ دفع رسوم الساعات المقررة والرسوم الفصلية الأخرى لبرنامج الماجستير للساعات المسجلة للحصول على دبلوم الدراسات العليا اعتباراً من بداية الفصل الصيفي من العام الجامعي  0  / 0 3 ,"دفع الرسوم، الدبلوم",شروط منح الشهادات,0.530240774
ما هي المدة الزمنية التي يجب خلالها أن يتم التحقيق في المخالفات؟,يجب أن يتم التحقيق في المخالفات خلال عشرة أيام من تاريخ الإحالة ,مدة التحقيق,تعليم,0.529968202
