Question,Answer
هل يمكن قبول نشر البحوث في المجلات العلمية المحلية في التخصصات الإنسانية؟,"نعم، المجلات المحلية التي تصدرها الجامعات الأردنية الرسمية والمدعومة من وزارة التعليم العالي وصندوق دعم البحث العلمي تعتبر مقبولة للنشر في التخصصات الإنسانية إذا كانت تلتزم بالمعايير الأكاديمية."
ما هي أهم الشروط التي يجب توفرها في المجلات المتخصصة في العلوم الإنسانية؟,"يجب أن تكون المجلة متخصصة في مجال أكاديمي محدد، أن تكون لها هيئة تحرير متخصصة، وأن تصدر بشكل دوري ومنتظم، إضافة إلى أن يكون قد مضى على بداية إصدارها ثلاث سنوات على الأقل."
ما هي المعايير التي يجب أن تتوافر في المراقبين أثناء الامتحانات في الجامعة الهاشمية؟,"يجب أن يتأكد المراقبون من متابعة سير الامتحان بشكل عادل، وضمان عدم وجود أي حالات غش، بالإضافة إلى تسهيل عملية تقديم الامتحانات بشكل منظم وشفاف، مع احترام قواعد الجامعة."
هل يتم تكليف مراقبين خارجيين للامتحانات في الجامعة الهاشمية؟,"في بعض الحالات، قد يتم تكليف مراقبين خارجيين، خاصةً للامتحانات في البرامج الدولية أو في حال وجود إجراءات خاصة بالتحقق من مصداقية الامتحانات."
كيف يتم تحديد صلاحيات المراقبين في الامتحانات؟,"يتم تحديد صلاحيات المراقبين بناءً على تعليمات واضحة من إدارة الامتحانات، بما في ذلك مراقبة الانضباط الأكاديمي، والإشراف على تسليم الأوراق الامتحانية، والتأكد من التزام الطلاب بالقواعد."
هل يتم اعتماد المجلات العلمية التي لا تتوافر في قواعد بيانات معترف بها عالميًا في الجامعة الهاشمية؟,"لا، المجلات العلمية يجب أن تكون مدرجة في إحدى قواعد البيانات المعترف بها مثل Thomson Reuters، SCOPUS، أو EBSCOHOST حتى تُعتمد للنشر في الجامعة الهاشمية."
هل يمكن للباحثين النشر في مؤتمرات غير معتمدة من قبل الجامعة الهاشمية؟,"لا، يجب أن تكون المؤتمرات العلمية المعتمدة تتمتع بالمعايير التي وضعتها الجامعة الهاشمية، وإلا لن يتم اعتبار النشر في هذه المؤتمرات لأغراض الترقية الأكاديمية."
هل يمكن نشر الأبحاث في مجلات علمية غير محكمة إذا كانت مهمة؟,"لا، يجب أن تكون المجلات محكمة وفقًا للشروط المعتمدة من قبل الجامعة."
هل تقبل الجامعة النشر في المجلات التي تصدر عن مراكز بحثية؟,"نعم، المجلات التي تصدر عن مراكز بحوث معتمدة يمكن قبول نشر الأبحاث فيها."
هل تفرض الجامعة الهاشمية قيودًا على نوعية المؤتمرات التي يُمكن اعتماده؟,"نعم، يتم تحديد نوع المؤتمرات المعتمدة بناءً على تخصصاتها وشروط تحكيم الأبحاث فيها."
هل يمكن نشر أبحاث في مجلات لا تشمل المحكمين المتخصصين؟,"لا، يجب أن تتضمن المجلة محكمين متخصصين في مجال البحث."
هل يمكن نشر أبحاث في مؤتمرات غير محكمة؟,"لا، يجب أن يتم تحكيم الأبحاث في المؤتمر قبل قبولها."
هل تقبل الجامعة النشر في المجلات غير الدورية؟,"لا، المجلات التي لا تصدر بشكل منتظم أو دوري لا يمكن قبول نشر الأبحاث فيها."
هل يتم منح شهادات للمشاركين في المؤتمرات العلمية المعتمدة؟,"نعم، يُمنح المشاركون في المؤتمرات العلمية المعتمدة شهادات تُوثق مشاركتهم."
هل يمكن نشر أبحاث في مجلات مختصة في مجالات غير أكاديمية؟,"لا، يجب أن تكون المجلة متخصصة في أحد المجالات الأكاديمية المعترف بها."
هل يشترط أن تُنشر الأبحاث في المجلات العلمية فقط بعد تحكيمها؟,"نعم، يجب أن تخضع الأبحاث للتحكيم قبل نشرها في المجلات العلمية المعتمدة."
هل تُقبل الأبحاث التي يتم نشرها في مجلات ليست متخصصة في مجال البحث؟,"لا، يجب أن تكون المجلة متخصصة في المجال الأكاديمي المرتبط بالبحث ليتم قبول نشره فيها."
من هو المسؤول عن تحديد أسس المراقبة على الامتحانات في الجامعة الهاشمية؟,يقوم مجلس عمداء الجامعة الهاشمية بتحديد أسس المراقبة على الامتحانات.
هل يمكن للمراقبين اتخاذ قرارات فردية أثناء الامتحانات؟,"لا، يجب أن يتبع المراقبون التعليمات المعتمدة من قبل مجلس العمداء ولا يمكنهم اتخاذ قرارات فردية."
هل هناك فرق بين المراقبة في الامتحانات النظرية والعملية؟,"نعم، يمكن أن تكون هناك تعليمات خاصة للمراقبة في الامتحانات النظرية والعملية."
