Question,Answer
ما هو دور المدير في إعداد الخطط والهيكل التنظيمي؟,المدير يعد الخطط والهيكل التنظيمي ويعرضهما على المجلس
ماذا يفعل المجلس مع تقرير المركز السنوي؟,يناقش المجلس التقرير السنوي للمركز
ما هي اختصاصات مدير المركز المتعلقة بالإجراءات المالية؟,المدير يعد مشروع الميزانية السنوية ويعرضها على المجلس
ماذا يحدث بعد أن يناقش المجلس ميزانية المركز؟,المجلس يرفع الميزانية إلى الجهات المختصة في الجامعة لإقرارها
من يحدد موازنة المركز؟,المجلس يحدد موازنة المركز ويرفعها إلى الجهات المختصة
كيف يتواصل المركز مع الجهات المعنية داخل الجامعة؟,المدير يتواصل مع الجهات المعنية لتفعيل دور المركز
من يقوم بإعداد برامج عمل المركز؟,المدير يعد برامج عمل المركز
ما هي المسؤولية الرئيسية لرئيس المجلس؟,رئيس المجلس هو المسؤول عن عرض أمور المركز وأهدافه على الجهات المعنية
ما هو اسم التعليمات المذكورة في الوثيقة؟,تعليمات مركز الدراسات البيئية في الجامعة الهاشمية
متى يبدأ العمل بهذه التعليمات؟,اعتباراً من تاريخ صدورها.
ما هو النص القانوني الذي تم إصدار التعليمات بموجبه؟,المادة (8) من نظام المراكز العلمية في الجامعة الهاشمية رقم (106) لسنة 2003.
ما هي الجامعة المعنية في التعليمات؟,الجامعة الهاشمية.
ما هو المركز الذي تتعلق به التعليمات؟,مركز الدراسات البيئية في الجامعة الهاشمية.
"من هو ""الرئيس"" في هذه التعليمات؟",رئيس الجامعة.
"من هو ""المدير"" في هذه التعليمات؟",مدير المركز.
من يرتبط المركز إداريًا؟,رئيس الجامعة.
ما هي أول مهمة للمركز؟,إجراء البحوث والدراسات وتقديم الاستشارات من داخل الجامعة و/أو خارجها.
كيف يساعد المركز أعضاء هيئة التدريس؟,بمساعدتهم في إجراء بحوثهم وفق شروط إدارية ومالية لا تتعارض مع الأنظمة المعمول بها في الجامعة.
ما هي ثاني مهمة للمركز؟,التوصية بتكليف الباحثين من داخل الجامعة و/أو خارجها للقيام بمهمات بحثية لقاء مكافآت مالية.
من يحدد المكافآت المالية للباحثين؟,يتم تحديد المكافآت وفق الإجراءات المعمول بها في الجامعة.
من هم أعضاء مجلس المركز؟,يتم اختيارهم من داخل الجامعة و/أو خارجها.
من هو المدير في المجلس؟,المدير هو أحد أعضاء مجلس المركز.
ما هي وظيفة المجلس المتعلقة بتأمين المصادر المالية للمركز؟,العمل على تأمين مصادر الدعم المالي للمركز لتمكينه من تحقيق أهدافه.
من يرفع مشروع الهيكل التنظيمي للمركز؟,المجلس يناقش مشروع الهيكل التنظيمي للمركز.
من يقرر الميزانية للمركز؟,المجلس يناقش مشروع ميزانية المركز ويرفعها للجهات المختصة في الجامعة لإقرارها.
من يعد التقرير السنوي للمركز؟,مدير المركز يعد التقرير السنوي.
ما هي مهمة رئيس المجلس في ما يخص الأمور الأخرى؟,النظر في أية أمور أخرى ذات صلة بأهداف المركز يعرضها عليه رئيس المجلس.
من يعد مشروع الميزانية السنوية للمركز؟,مدير المركز.
من يقوم بإعداد الهيكل التنظيمي وبرنامج عمل المركز؟,مدير المركز.
من يعد التقرير السنوي عن أعمال المركز؟,مدير المركز.
من يرفع التقرير السنوي للمجلس؟,مدير المركز.
من يقوم بالاتصال بالجهات المعنية داخل الجامعة وخارجها؟,مدير المركز.
ما هي مهمة مدير المركز في تطوير المركز؟,تطوير عمل المركز وتحسين أدائه لتحقيق أهدافه وغاياته.
من يتولى تنفيذ القرارات الصادرة عن المجلس؟,مدير المركز.
من المسؤول عن تنفيذ أحكام هذه التعليمات؟,الرئيس والمدير.
"ما هي المادة التي تحدد ""الرئيس"" في التعليمات؟",المادة (2).
ما هو دور المركز في مساعدة المجتمع المحلي؟,تفعيل دور المركز وتقديم خدماته لمختلف شرائح المجتمع المحلي.
كيف يرفع مدير المركز خطة عمل المركز؟,يرفعها للمجلس لمناقشتها.
من المسؤول عن تطبيق التعليمات في المركز؟,الرئيس والمدير.
من يحدد إذا كانت هناك حالات غير مغطاة في التعليمات؟,الرئيس.
ماذا يجب أن يعرضه المجلس على مجلس العمداء؟,برنامج عمل المركز وخطته.
